Gender,Attendance,Hours_Studied,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Physical_Activity,Learning_Disabilities,Exam_Score,Tutoring_Sessions,Motivation_Level,Teacher_Quality
Female,80,24,High,Yes,7,97,4,No,69,0,Medium,High
Male,80,26,Low,No,8,73,3,No,69,1,High,Medium
Male,67,10,Medium,No,4,65,3,No,61,3,Medium,Medium
Female,71,15,High,No,8,60,3,No,62,0,Medium,High
Female,66,15,Medium,No,7,53,3,No,61,2,Medium,High
Female,68,14,Medium,Yes,8,53,2,No,63,1,High,High
Female,99,25,Low,No,5,79,4,No,71,2,Low,Medium
Female,66,19,High,Yes,8,59,2,No,65,1,Medium,Low
Male,71,18,High,Yes,9,93,4,No,68,1,Medium,High
Male,84,8,High,No,7,80,4,No,67,1,Medium,High
Female,84,24,High,Yes,6,93,1,No,70,2,High,Medium
Male,66,13,Medium,Yes,6,71,3,No,64,3,Medium,Medium
Male,92,20,High,No,8,80,3,No,71,0,High,Medium
Female,91,22,Medium,Yes,8,76,3,No,71,2,Low,Medium
Female,69,28,High,No,8,99,3,No,67,0,Low,Medium
Male,72,12,Low,Yes,7,90,3,No,63,0,Medium,Medium
Male,98,2,High,Yes,7,80,1,No,66,2,High,High
Male,93,21,Low,Yes,7,80,1,No,70,3,Medium,Medium
Male,88,31,Low,No,6,62,4,No,70,2,Medium,Medium
Female,63,27,Medium,Yes,8,87,3,No,67,3,Medium,High
Male,77,21,Medium,No,7,99,3,No,69,3,High,High
Female,82,17,Low,No,9,56,2,No,66,3,Low,Medium
Female,67,25,High,No,9,82,3,No,67,1,Medium,Medium
Female,78,14,Medium,Yes,7,76,2,Yes,65,0,Medium,Medium
Male,84,23,High,Yes,8,93,3,No,72,1,Medium,Medium
Male,73,23,High,No,6,50,3,No,68,1,Medium,Medium
Male,91,26,Medium,Yes,7,57,3,No,72,3,Low,Medium
Male,94,37,Medium,Yes,8,52,3,No,76,1,High,Medium
Female,73,22,Low,Yes,5,58,3,Yes,65,4,Medium,Medium
Male,94,17,Medium,No,8,85,4,No,68,1,Medium,Low
Female,64,20,Medium,Yes,6,57,4,No,65,3,Medium,High
Male,94,9,Medium,Yes,6,81,3,No,66,0,Low,High
Male,66,16,Medium,No,6,93,2,No,63,7,Medium,Medium
Female,63,18,Low,No,7,52,3,No,63,2,Medium,High
Male,86,17,Medium,Yes,5,51,2,No,66,2,Medium,Medium
Male,79,21,Low,Yes,8,99,4,No,69,2,Medium,High
Male,96,15,High,Yes,7,84,1,No,72,3,High,Low
Male,75,27,Low,Yes,10,57,3,No,66,3,Medium,Low
Female,71,20,Medium,Yes,7,65,4,No,64,2,Medium,Medium
Male,80,20,Low,Yes,8,99,3,No,67,0,Low,High
Male,78,18,High,Yes,6,61,5,No,67,1,Low,Medium
Male,74,21,Medium,Yes,5,88,1,No,66,1,Medium,High
Female,88,25,Low,Yes,8,62,2,No,68,2,Low,Medium
Male,90,15,Medium,No,5,70,2,No,65,0,Medium,Medium
Male,94,16,High,Yes,8,94,3,No,71,2,High,High
Male,99,18,High,Yes,10,51,4,No,71,1,Medium,Low
Male,71,12,Medium,Yes,8,65,2,No,62,1,Medium,High
Male,89,15,High,Yes,8,74,2,No,69,2,Low,High
Male,76,17,Low,No,7,81,2,No,65,4,Low,Medium
Male,87,25,Low,No,6,51,3,No,70,3,Low,Medium
Male,79,22,Medium,Yes,7,71,2,No,66,2,Medium,Medium
Male,100,21,Medium,No,6,67,3,No,70,0,Medium,Medium
Female,89,25,High,No,5,51,2,No,70,2,Low,High
Female,98,19,High,Yes,7,68,4,No,69,1,Medium,Medium
Male,93,22,Low,Yes,9,97,3,Yes,71,2,Medium,Medium
Male,96,19,Medium,No,5,64,3,No,69,1,Medium,Medium
Female,93,22,Medium,No,9,79,2,No,73,2,Medium,High
Female,78,17,Medium,Yes,9,65,4,No,65,1,Low,High
Male,70,5,High,Yes,8,55,3,No,62,3,Medium,Medium
Female,75,19,High,No,8,64,5,No,67,2,Medium,Low
Male,61,29,Medium,Yes,7,74,3,No,65,1,High,Medium
Male,81,26,Medium,No,7,65,3,No,65,1,Low,Medium
Female,80,26,High,Yes,6,81,2,No,70,0,Medium,Medium
Female,81,27,Medium,Yes,7,97,2,No,70,1,Low,Medium
Female,99,21,High,Yes,7,53,4,No,71,0,Medium,Low
Male,96,21,Low,No,10,86,3,No,71,1,Low,High
Male,66,16,Medium,Yes,8,50,4,No,62,1,Low,High
Female,75,18,Low,No,7,50,2,No,65,4,Medium,Medium
Male,77,24,Medium,Yes,7,57,2,No,84,3,Medium,High
Male,74,27,Medium,Yes,6,74,2,No,68,2,Medium,High
Male,92,19,Medium,Yes,6,52,1,No,70,3,Medium,Medium
Male,81,17,High,No,8,86,3,No,68,1,Medium,Medium
Male,83,20,Medium,No,6,51,4,No,67,2,Medium,High
Female,94,24,Medium,Yes,6,75,4,No,69,1,Low,High
Female,92,11,High,Yes,6,84,1,No,68,2,Medium,Low
Male,65,6,High,No,6,62,1,No,59,3,Medium,Low
Female,89,17,Low,Yes,9,79,2,No,67,0,Medium,Medium
Male,77,13,High,Yes,7,63,1,No,63,0,Low,Low
Female,72,17,High,Yes,7,61,4,No,65,1,Low,Medium
Male,62,19,Medium,No,7,91,3,No,63,1,Low,Medium
Female,79,17,Medium,No,7,67,3,No,64,1,Low,Medium
Female,74,29,Medium,Yes,6,91,4,No,72,3,High,High
Male,70,22,Medium,Yes,5,61,3,No,63,1,High,Medium
Male,88,22,Medium,No,9,68,2,Yes,66,2,Medium,Medium
Female,91,24,Medium,Yes,8,55,2,No,67,0,Low,Low
Male,70,13,High,Yes,8,75,2,Yes,66,1,High,Medium
Female,62,26,Medium,Yes,8,69,3,No,66,2,Medium,High
Female,94,20,Medium,Yes,10,50,4,Yes,68,1,Low,High
Male,60,24,High,No,6,73,5,No,66,1,Medium,Medium
Female,97,14,Medium,Yes,5,54,2,No,68,3,Medium,Medium
Female,85,11,Medium,Yes,8,92,4,No,65,2,Low,Medium
Female,73,25,Medium,Yes,5,75,2,No,67,0,Low,Medium
Male,70,22,Low,No,7,85,3,No,64,0,Medium,Medium
Male,60,15,High,No,7,91,2,No,59,0,Low,Medium
Male,69,15,Medium,Yes,8,53,3,No,60,0,Low,Medium
Female,66,27,High,No,6,67,4,No,65,1,Low,High
Female,84,13,Medium,Yes,9,51,4,No,64,0,High,Medium
Female,67,30,High,No,6,52,1,No,66,1,Medium,Medium
Male,81,15,Medium,Yes,8,52,2,No,65,0,Medium,Medium
Male,84,24,Medium,Yes,6,74,2,No,69,2,Medium,High
Female,72,18,High,Yes,8,73,4,Yes,66,0,Medium,Medium
Female,61,24,Medium,Yes,5,53,5,No,65,1,Medium,High
Female,61,17,Medium,No,7,63,4,No,62,1,Low,Medium
Female,61,19,Low,No,9,62,2,No,60,2,Medium,Medium
Female,90,20,Medium,No,7,65,4,No,68,4,Low,High
Female,73,14,High,Yes,9,82,3,No,64,1,Medium,Medium
Female,92,24,High,No,7,85,3,No,73,0,High,Medium
Male,77,17,Medium,Yes,6,67,1,No,64,1,Low,Medium
Female,78,19,High,No,7,89,4,No,69,2,Medium,Medium
Female,81,14,Medium,No,8,71,3,Yes,63,1,Low,High
Male,89,5,Medium,Yes,4,76,3,No,65,2,High,Medium
Male,71,19,Medium,No,8,57,4,No,65,2,Medium,High
Male,65,34,Medium,Yes,6,62,3,No,67,0,High,High
Male,82,25,Medium,Yes,5,86,4,No,67,0,Medium,Low
Male,73,20,Medium,No,8,99,3,No,66,1,Low,Medium
Male,78,18,High,Yes,9,85,2,No,68,1,High,High
Male,86,20,Low,Yes,7,53,2,No,65,1,Medium,High
Male,80,23,Low,Yes,5,57,4,No,66,1,Medium,Medium
Female,85,13,Low,Yes,6,72,1,No,66,2,Medium,Medium
Male,82,27,Medium,Yes,6,87,2,No,69,2,Low,High
Male,90,24,Medium,No,7,58,2,No,70,2,Medium,Medium
Male,88,24,Low,Yes,7,88,2,No,71,2,Medium,High
Male,81,23,Medium,No,8,78,3,No,70,4,High,Low
Male,87,20,Medium,No,8,89,3,No,68,2,Low,Medium
Female,95,24,High,Yes,8,78,2,No,73,2,Medium,High
Female,77,24,High,No,8,80,2,Yes,68,1,High,High
Male,77,18,Medium,Yes,7,62,4,No,66,2,Low,Medium
Female,91,17,Low,Yes,10,86,3,Yes,67,1,Low,Medium
Male,83,21,Low,Yes,8,92,4,Yes,66,2,Low,Medium
Female,63,29,High,Yes,8,94,2,No,69,0,Medium,High
Female,96,13,Medium,No,10,51,3,No,67,1,Medium,Low
Male,61,11,Low,Yes,7,81,4,Yes,61,5,High,Low
Female,90,21,Medium,No,6,99,3,No,70,2,Medium,Medium
Female,90,20,High,No,9,79,2,No,70,2,Medium,Medium
Female,98,21,Medium,Yes,9,59,3,Yes,70,3,High,Medium
Female,62,21,Medium,No,7,94,3,No,64,1,Low,High
Female,84,19,Medium,No,10,63,3,No,65,0,Medium,Medium
Female,77,29,Medium,No,7,52,4,No,70,5,Medium,Medium
Female,73,10,High,Yes,8,72,2,No,62,1,Low,High
Female,64,15,High,Yes,9,55,3,No,64,1,High,Low
Female,83,19,High,Yes,7,56,3,No,67,1,Medium,Low
Female,79,10,Medium,No,8,73,4,No,63,1,High,Low
Male,64,19,Medium,Yes,9,81,3,Yes,62,0,High,High
Male,84,30,Medium,No,6,95,2,No,72,2,Medium,High
Male,90,20,Medium,No,6,85,2,No,69,3,High,High
Male,91,21,High,Yes,9,92,2,No,72,5,Medium,Medium
Male,96,12,Medium,Yes,7,71,2,No,68,2,High,Medium
Female,76,16,Medium,No,6,66,3,No,64,1,Low,Medium
Female,98,18,High,Yes,7,80,1,No,72,3,Low,Medium
Female,95,18,High,Yes,8,85,3,No,73,2,Low,High
Male,72,28,Medium,Yes,5,78,2,No,67,5,Low,Low
Female,66,23,Low,Yes,8,63,4,No,64,0,Medium,Medium
Female,77,13,Medium,Yes,8,68,3,No,65,3,Low,Medium
Female,76,21,High,Yes,9,72,3,No,67,1,Low,High
Male,83,23,Medium,Yes,7,51,2,No,68,3,Low,High
Male,83,27,High,Yes,9,94,2,No,72,2,Medium,High
Female,90,29,Low,Yes,7,76,3,No,71,1,Low,Low
Male,80,14,Medium,Yes,7,88,3,No,66,1,Medium,Medium
Female,64,15,Medium,No,7,59,3,Yes,59,0,Low,Medium
Female,94,12,Medium,Yes,10,78,2,No,68,1,Medium,High
Female,72,19,High,Yes,5,96,2,No,64,3,Low,Low
Female,99,23,Medium,No,8,61,3,Yes,70,2,Low,High
Female,65,26,Medium,Yes,7,67,3,No,65,4,Medium,Medium
Female,98,20,Medium,Yes,7,69,2,No,72,2,High,High
Male,64,18,High,No,8,69,3,No,66,3,Medium,Medium
Male,69,21,Medium,Yes,9,80,5,No,68,2,High,High
Male,62,15,High,No,8,70,3,No,62,1,Medium,Medium
Male,88,33,Low,No,9,84,3,No,70,1,Medium,Medium
Male,94,10,Medium,Yes,7,74,3,No,70,3,High,Medium
Male,77,21,Low,Yes,7,58,3,No,64,0,Medium,High
Female,97,32,Low,Yes,5,97,5,No,76,1,Low,High
Male,84,20,Medium,Yes,10,62,2,No,67,1,High,Medium
Male,85,19,High,No,7,78,3,No,69,2,Low,High
Female,94,18,Low,Yes,7,53,3,No,68,4,Medium,High
Female,72,19,Medium,Yes,8,96,2,No,67,1,Low,High
Female,74,28,Medium,Yes,9,96,3,No,69,0,Low,High
Female,96,7,Medium,Yes,6,68,1,No,67,2,Medium,High
Male,96,29,High,Yes,9,56,4,No,73,0,Low,High
Male,99,11,High,Yes,7,88,3,No,71,4,High,Low
Male,96,18,Low,No,9,63,3,No,70,4,Medium,Medium
Male,65,17,Medium,Yes,6,85,3,No,65,1,Medium,Medium
Male,93,24,Medium,Yes,8,96,1,No,73,0,Medium,Medium
Female,76,10,Medium,Yes,7,80,4,No,65,1,Medium,High
Male,100,23,Medium,Yes,5,93,3,No,73,4,Medium,Medium
Male,79,32,High,Yes,5,61,3,No,70,0,Medium,High
Male,82,12,Medium,Yes,6,96,4,Yes,66,0,High,Low
Female,81,21,Medium,Yes,8,61,5,No,66,3,High,Low
Male,73,16,Medium,Yes,4,61,5,No,64,4,Low,High
Male,63,23,Medium,Yes,8,94,5,No,68,2,High,Medium
Male,96,20,Medium,No,7,78,2,No,70,1,Medium,High
Male,92,16,Medium,Yes,4,90,3,No,72,6,High,Medium
Male,66,23,High,No,6,90,3,No,66,2,Medium,Medium
Male,91,31,Medium,Yes,6,82,3,No,74,2,Medium,High
Male,85,19,Medium,No,7,59,4,No,67,0,Low,High
Female,76,24,High,Yes,9,85,2,No,71,2,Medium,Medium
Male,70,12,High,Yes,9,53,2,Yes,60,2,Medium,Medium
Female,94,14,Medium,No,6,60,3,No,68,3,Medium,Medium
Male,88,23,Medium,No,6,82,3,No,69,0,Medium,Medium
Male,82,29,High,No,5,95,3,No,74,2,Medium,High
Male,84,22,Medium,Yes,6,89,3,No,71,2,Medium,Medium
Male,64,18,Medium,Yes,6,67,4,No,63,0,High,Medium
Male,79,20,Low,Yes,7,91,4,Yes,66,2,High,Medium
Male,68,12,High,No,7,98,4,No,65,1,Medium,High
Female,68,24,Low,No,6,67,3,Yes,60,0,High,High
Female,86,25,Low,Yes,6,59,3,No,69,3,Medium,Medium
Female,96,17,Medium,No,6,60,3,No,69,1,Medium,Medium
Male,76,17,High,Yes,6,70,4,No,67,2,Low,Medium
Female,68,22,Medium,Yes,9,53,2,No,65,1,High,Medium
Male,86,17,High,Yes,8,74,4,No,70,1,Medium,High
Female,95,20,Medium,Yes,8,87,3,No,71,0,Low,Medium
Male,90,33,Medium,Yes,9,77,6,Yes,73,3,Medium,High
Male,95,19,High,Yes,8,99,2,No,70,0,Medium,Medium
Female,81,18,Low,Yes,9,73,2,No,67,1,High,High
Female,90,16,High,Yes,8,51,5,No,67,1,Medium,Medium
Male,66,24,High,No,7,74,2,No,65,0,Medium,High
Male,74,19,High,Yes,6,96,3,No,69,2,Medium,Medium
Male,76,16,High,Yes,6,55,1,No,65,1,Medium,Medium
Female,80,28,High,Yes,8,61,3,No,68,1,Low,Medium
Female,97,29,Medium,No,7,86,3,No,74,0,Medium,Medium
Female,95,16,Medium,Yes,5,65,3,No,68,0,High,Medium
Male,65,9,Medium,No,4,88,3,No,61,1,Low,Medium
Male,67,26,Low,Yes,10,71,3,No,67,3,High,Medium
Female,74,16,High,Yes,6,90,4,Yes,66,1,Medium,Medium
Male,72,25,Low,Yes,6,78,4,No,69,8,Low,High
Male,85,8,Low,Yes,9,54,3,No,62,1,Low,High
Male,96,25,High,Yes,5,69,4,No,71,0,Low,Medium
Female,98,13,High,Yes,8,67,4,No,71,1,Medium,Medium
Female,86,24,High,Yes,10,91,4,No,72,0,Low,High
Female,94,20,High,Yes,10,81,5,Yes,69,1,Low,High
Female,81,14,Medium,No,6,89,3,No,67,6,Medium,High
Female,68,18,High,No,7,69,4,Yes,63,1,Medium,High
Male,81,24,Medium,Yes,6,85,4,No,68,1,Medium,High
Male,82,21,High,Yes,7,53,2,No,69,0,Low,Medium
Female,90,24,Low,Yes,9,52,3,Yes,65,0,Low,Medium
Female,69,32,High,Yes,5,64,3,No,70,0,Medium,Medium
Male,75,11,Medium,No,8,89,4,No,65,2,Medium,High
Male,75,30,Medium,No,7,77,2,No,67,0,Medium,Medium
Male,98,21,High,Yes,9,70,1,No,72,0,Medium,High
Male,78,15,High,Yes,9,95,3,No,69,1,High,High
Male,90,12,High,Yes,6,75,3,No,69,2,Low,Medium
Female,90,19,Low,No,7,81,4,Yes,71,4,Medium,High
Male,71,26,Low,Yes,8,99,3,No,67,1,Medium,High
Female,83,19,Low,No,8,76,3,No,65,3,Low,Low
Female,96,29,Low,No,4,89,2,No,70,2,Medium,High
Female,79,11,Medium,No,8,71,2,No,63,1,Low,Medium
Male,98,20,High,Yes,9,52,3,No,71,0,Medium,Medium
Female,69,12,Medium,Yes,7,92,3,No,64,1,Low,Medium
Male,63,22,High,Yes,8,97,3,No,69,5,High,Medium
Male,96,25,Medium,No,9,72,3,No,69,0,Low,Medium
Male,94,17,Medium,Yes,7,75,3,No,70,1,Medium,High
Female,100,4,Low,No,8,71,4,No,64,2,Low,Medium
Male,87,21,High,No,7,100,3,No,70,1,Low,Medium
Female,97,23,High,No,7,95,4,No,74,0,Medium,High
Female,93,22,Medium,Yes,6,52,3,No,69,1,Medium,Medium
Female,94,27,Medium,Yes,7,89,2,No,73,3,Medium,Medium
Female,83,14,Medium,Yes,10,80,3,Yes,66,1,Medium,High
Male,75,24,High,Yes,6,51,3,No,67,1,High,High
Female,97,27,High,No,8,72,2,No,76,6,Medium,Medium
Male,77,9,Medium,No,7,57,3,No,61,2,Low,Low
Female,82,22,Medium,Yes,9,94,4,No,68,0,High,Medium
Male,78,17,Low,Yes,9,51,3,No,63,1,High,Medium
Male,83,20,Low,Yes,6,94,2,No,67,1,Medium,Medium
Male,79,22,Low,Yes,6,97,3,No,66,3,Low,Medium
Male,62,17,Low,Yes,6,54,3,No,62,2,Low,High
Male,95,16,Low,Yes,6,86,3,No,69,0,Medium,High
Male,78,20,Medium,No,6,77,3,No,67,3,Medium,Medium
Female,84,13,Medium,No,8,98,2,No,66,2,Low,Medium
Male,66,13,Medium,Yes,6,90,3,Yes,63,2,Medium,Medium
Male,60,24,Medium,No,6,85,2,No,64,1,Low,Medium
Male,70,13,Medium,Yes,6,96,5,No,64,2,High,Medium
Male,88,24,Medium,No,8,58,3,No,67,1,Medium,High
Male,64,23,Medium,Yes,7,69,3,No,66,4,High,Medium
Female,96,10,High,Yes,7,92,1,No,68,1,Medium,Low
Male,69,16,High,Yes,6,55,1,No,62,1,Medium,High
Male,68,27,Medium,Yes,5,97,4,No,68,1,Low,Medium
Male,67,14,Low,No,9,87,3,No,63,1,Medium,Medium
Male,61,17,High,No,7,72,2,No,62,1,Low,High
Male,91,23,High,No,10,67,2,No,72,2,High,Medium
Female,95,25,Low,No,8,57,3,No,69,4,Low,Medium
Male,85,18,Low,Yes,10,55,3,No,67,3,High,High
Male,68,16,High,Yes,8,71,3,No,65,1,Medium,High
Female,71,29,Medium,No,7,92,3,No,69,1,Low,Medium
Male,79,30,High,Yes,6,77,2,No,72,1,Medium,Medium
Female,98,26,Medium,Yes,6,73,3,No,70,2,Medium,Low
Male,70,21,High,No,9,66,4,No,91,1,Medium,Low
Male,89,15,Low,Yes,7,58,3,No,65,2,Low,Medium
Female,78,15,Medium,Yes,8,100,3,Yes,62,0,Low,Medium
Male,72,23,High,Yes,8,51,3,No,65,2,Medium,Medium
Female,78,23,Medium,Yes,8,66,1,No,67,1,Medium,High
Male,63,28,Low,No,6,88,4,No,67,4,High,High
Female,92,24,High,No,9,76,2,No,72,2,Medium,Medium
Female,70,11,Low,Yes,7,66,3,No,60,1,Low,High
Female,89,26,Low,No,7,100,3,No,69,0,Low,Low
Female,63,14,Medium,No,8,81,5,No,61,0,Low,Low
Female,98,18,Medium,Yes,7,65,4,No,70,1,Medium,Medium
Male,68,22,High,No,4,92,3,No,68,2,High,Medium
Male,95,32,High,Yes,9,58,4,No,75,2,Medium,Medium
Male,92,39,Medium,No,9,73,4,No,75,1,Medium,Medium
Male,99,24,Medium,No,4,92,3,No,72,2,Low,Medium
Female,79,19,Medium,Yes,5,99,4,No,66,1,High,Medium
Male,89,23,High,No,10,69,4,No,71,5,Low,Medium
Male,75,25,High,No,7,57,5,No,70,4,High,High
Female,67,18,High,Yes,7,78,3,Yes,63,2,Low,Medium
Male,78,31,High,Yes,6,97,3,No,72,0,Low,High
Male,67,21,Medium,Yes,5,83,5,No,65,1,Medium,High
Male,99,23,Medium,Yes,7,80,2,No,71,3,Low,Low
Female,64,24,Medium,Yes,8,65,3,No,65,0,Medium,Medium
Female,84,23,Low,Yes,7,80,3,No,69,1,Medium,High
Male,85,25,Low,Yes,8,94,3,No,71,3,Medium,High
Male,82,16,High,Yes,10,69,4,No,68,2,Medium,Medium
Female,86,17,Medium,No,6,62,4,No,66,2,Low,High
Male,65,13,Medium,No,7,74,2,Yes,60,0,Low,Medium
Female,82,23,Medium,No,9,69,3,No,68,0,Medium,Medium
Female,71,25,High,Yes,6,73,4,No,67,1,Medium,Medium
Male,98,23,Low,No,7,55,4,No,71,3,Medium,High
Male,90,30,Medium,No,10,67,6,No,74,2,High,Medium
Male,99,20,Medium,No,6,91,4,No,70,2,Medium,Low
Female,62,24,High,No,9,70,2,No,63,2,Low,Medium
Male,71,13,Medium,No,7,98,3,No,64,0,Medium,Medium
Male,68,18,High,Yes,10,85,3,No,66,3,High,Medium
Female,60,24,Medium,Yes,5,68,3,No,64,0,Medium,Low
Male,70,25,High,Yes,7,63,3,No,69,1,Medium,High
Male,87,18,High,Yes,5,84,4,No,71,2,Medium,Low
Female,69,20,Medium,No,6,65,2,No,64,1,Medium,Medium
Male,80,11,Medium,Yes,6,96,3,No,65,1,Low,High
Female,96,18,Medium,No,7,56,1,No,69,2,Low,Medium
Female,88,25,High,No,5,51,1,No,68,1,Medium,Low
Male,76,23,Medium,Yes,7,61,4,No,68,3,Medium,Low
Female,75,23,Medium,Yes,8,80,4,No,68,0,High,High
Male,78,20,Medium,Yes,5,92,3,No,65,1,Low,Medium
Female,67,20,High,No,6,59,4,No,65,1,Low,Medium
Male,85,16,Low,No,10,79,3,No,66,1,Low,Medium
Male,75,24,Low,No,7,57,1,No,66,0,Medium,Medium
Male,94,23,Low,Yes,4,78,4,No,71,2,Medium,High
Male,90,23,Medium,Yes,5,51,1,No,68,0,Medium,High
Female,84,17,Medium,Yes,7,78,5,Yes,65,0,Low,High
Female,75,7,High,Yes,7,76,4,No,63,0,Medium,Low
Female,68,27,Medium,No,6,52,5,No,66,1,Medium,Low
Male,91,17,Low,Yes,10,84,4,Yes,71,7,Medium,High
Male,79,15,Medium,Yes,10,79,4,No,65,2,Medium,Medium
Female,69,24,High,Yes,7,81,4,No,68,3,Low,Medium
Male,68,18,Medium,Yes,8,76,3,No,66,2,High,Medium
Female,67,26,High,No,8,86,2,Yes,64,2,Medium,Medium
Female,91,24,Low,Yes,9,76,4,No,70,1,High,Low
Male,69,24,Low,Yes,6,96,4,No,70,4,Medium,Medium
Female,81,12,High,No,10,97,5,No,66,1,Low,Medium
Female,78,27,Medium,Yes,7,86,2,No,70,3,Medium,Medium
Female,83,22,High,No,8,96,0,No,71,2,Medium,High
Male,95,18,High,No,7,96,4,Yes,70,2,Medium,High
Male,95,21,Medium,No,7,63,4,No,70,1,Medium,Medium
Male,78,9,Medium,Yes,7,100,2,No,66,2,Low,Medium
Male,61,22,Medium,No,5,63,3,No,64,1,Low,Medium
Male,77,14,High,No,4,51,3,No,66,5,Low,Medium
Female,84,12,Medium,Yes,7,98,3,No,68,1,High,Medium
Female,82,11,Low,No,6,61,2,No,61,2,Low,Medium
Male,86,27,Medium,Yes,8,79,4,No,72,2,Medium,High
Male,66,16,High,No,8,99,3,No,66,1,Medium,High
Female,86,29,Low,Yes,7,52,3,No,68,1,Medium,Medium
Male,67,17,Medium,No,9,63,4,No,61,1,High,High
Female,90,10,Medium,Yes,7,80,5,No,67,0,Low,Medium
Female,74,13,High,Yes,5,88,3,Yes,66,3,Low,Medium
Female,88,27,Medium,Yes,7,90,4,No,74,3,Medium,Medium
Female,62,19,Medium,Yes,9,94,4,No,66,0,Medium,Low
Female,76,17,Medium,Yes,4,58,2,No,67,4,Medium,Medium
Male,88,21,Low,Yes,7,69,3,No,71,4,Medium,Medium
Male,69,23,Low,Yes,8,86,4,No,66,0,High,High
Male,92,27,Medium,Yes,10,86,3,No,71,0,High,Low
Male,85,29,Medium,Yes,9,65,4,No,72,4,High,Medium
Female,84,18,Medium,Yes,7,65,3,No,66,2,Medium,Medium
Male,74,12,Low,Yes,8,66,2,No,62,1,Low,Medium
Female,79,18,Medium,Yes,4,95,2,No,66,1,Low,High
Male,84,22,High,Yes,5,95,3,No,69,2,Medium,High
Male,79,14,Medium,Yes,8,51,4,No,64,0,Medium,High
Female,88,14,Medium,Yes,7,66,3,No,69,4,Medium,High
Male,77,22,Low,Yes,7,70,4,No,69,2,Medium,Medium
Female,68,20,Low,Yes,7,99,2,Yes,64,0,High,Medium
Female,69,20,High,Yes,7,97,3,Yes,68,3,Medium,High
Male,60,15,Medium,Yes,7,81,2,No,63,4,Low,High
Male,72,19,Medium,Yes,5,52,2,No,64,1,Low,Medium
Male,90,14,High,Yes,7,60,4,No,69,2,Medium,Medium
Female,92,25,High,No,5,72,4,No,71,1,Medium,Medium
Female,68,26,High,No,6,98,3,No,67,2,Low,Medium
Male,98,9,Medium,No,9,55,2,No,67,3,Low,Medium
Female,80,14,Low,Yes,7,90,2,No,66,2,High,High
Male,97,11,High,Yes,8,60,3,No,67,0,Medium,Low
Female,88,16,High,No,7,75,4,No,68,2,Low,Medium
Female,89,19,Medium,Yes,6,88,2,No,69,1,Low,High
Female,63,11,High,Yes,5,85,4,Yes,62,0,High,High
Female,69,14,Medium,Yes,6,89,5,No,66,2,High,High
Male,60,14,Medium,Yes,7,91,3,No,63,1,Medium,High
Female,89,21,Low,Yes,8,65,3,No,67,2,Medium,Low
Male,74,20,Medium,No,7,68,4,No,68,3,High,Medium
Female,91,16,Low,No,8,91,2,No,66,2,Low,Medium
Male,74,21,Medium,Yes,5,52,1,No,66,3,Medium,Medium
Female,93,17,Medium,No,8,76,3,No,67,0,Low,Medium
Female,65,18,Medium,Yes,5,96,2,No,66,1,Medium,Medium
Female,67,30,Medium,Yes,8,94,2,No,69,1,Medium,Medium
Male,74,28,High,No,8,90,3,No,72,2,High,Medium
Female,76,12,Low,Yes,4,51,1,No,60,0,Medium,Medium
Female,74,25,High,Yes,8,94,4,No,68,0,High,Medium
Female,91,25,Medium,Yes,8,96,3,No,72,3,Medium,Medium
Male,64,13,High,Yes,9,83,4,No,64,1,Low,Medium
Male,74,25,Medium,Yes,6,65,1,No,65,0,High,Medium
Male,93,29,High,No,7,74,3,No,76,3,Medium,High
Male,63,13,Medium,No,8,88,2,No,59,0,Medium,Medium
Male,98,14,Medium,Yes,8,91,4,No,67,0,Low,Medium
Male,99,26,Medium,Yes,8,67,4,Yes,73,4,Medium,Medium
Male,64,22,High,No,6,66,4,No,64,1,Low,Medium
Male,72,23,High,No,8,87,3,No,67,3,Low,Low
Male,75,22,Medium,Yes,8,84,3,No,69,3,Low,Medium
Female,91,22,Low,Yes,7,76,3,No,69,1,Medium,High
Male,84,12,High,Yes,6,71,3,No,67,2,Medium,Medium
Male,86,26,High,Yes,6,83,4,No,72,2,Medium,Medium
Male,90,27,Medium,No,9,52,2,Yes,86,2,Low,High
Female,65,19,High,Yes,8,54,3,No,62,0,Medium,High
Female,93,20,Low,No,7,79,3,No,69,1,Medium,Low
Male,88,11,High,Yes,7,61,3,No,68,2,Low,Medium
Male,83,23,High,Yes,4,89,3,No,99,1,Low,Medium
Female,96,23,Medium,Yes,7,89,3,No,70,1,Medium,Medium
Male,88,20,Medium,Yes,5,85,3,No,68,2,Medium,Medium
Male,68,27,Medium,Yes,7,95,4,No,67,0,Low,Medium
Male,77,18,Medium,Yes,9,57,2,No,66,1,Low,High
Male,80,23,High,No,6,63,2,No,66,0,Low,Medium
Female,62,14,High,Yes,7,63,2,No,62,2,Medium,Medium
Male,98,20,Medium,Yes,8,89,2,Yes,72,3,High,Medium
Female,65,19,High,Yes,7,76,3,No,64,0,Medium,Medium
Female,88,21,Medium,Yes,6,63,3,No,68,1,Low,Medium
Female,80,18,High,Yes,7,57,3,No,66,2,Medium,Low
Male,61,19,High,Yes,8,95,3,No,68,4,High,Medium
Male,97,25,High,Yes,7,85,1,No,75,3,High,Medium
Male,94,17,Low,No,7,76,3,Yes,67,3,High,High
